Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points
2868,10,277,17,2938,191,242,2486
2708,19,108,61,120,244,204,1899
3165,10,134,17,5552,237,231,1974
3041,6,331,33,2467,219,228,810
2778,11,30,5,841,234,219,2567
2823,4,30,-2,2732,210,236,2068
3257,4,725,126,1812,209,240,2338
2552,14,108,-2,1292,244,225,1380
2944,13,467,140,1674,186,244,1179
3005,13,390,32,2913,231,214,95
3051,14,180,32,1524,179,236,335
2932,18,30,7,1243,247,223,3166
2795,7,30,0,2242,227,226,3114
3151,7,218,3,5123,229,228,2719
3383,10,731,177,1366,232,241,1860
3345,14,841,229,2791,242,231,2475
3279,18,339,66,4194,168,238,1648
2903,4,270,3,4753,222,241,4859
3281,11,362,103,1065,233,220,1788
3104,17,60,22,2407,171,238,700
3165,7,659,-6,4462,232,237,1907
2648,10,395,14,648,237,227,1539
3178,9,42,6,2598,236,231,2821
3168,7,319,6,4875,232,232,1442
3269,24,306,99,5320,213,180,1470
3170,13,150,19,2787,196,217,601
3285,7,0,0,5348,214,225,324
3005,13,0,0,1466,190,248,2522
3242,16,180,35,1357,193,252,2733
2911,12,306,53,2624,209,216,2582
3194,15,108,34,1129,237,240,1549
3240,3,525,61,4652,220,241,2766
3146,9,153,40,3127,235,236,5226
3074,6,553,-52,2337,204,239,1509
3004,8,480,-30,1670,197,238,1907
2559,18,127,32,984,222,249,1482
2949,16,85,-15,365,241,211,1243
2988,15,350,72,5358,197,253,1719
2646,16,323,93,592,197,207,1200
3217,10,330,43,659,193,242,810
2776,13,60,14,1831,182,237,1116
3238,2,402,55,5756,216,234,2093
3130,6,218,18,1425,204,241,2163
2436,27,85,33,618,227,173,655
3111,5,150,9,4470,228,237,1655
2861,14,42,-9,485,226,208,1717
3193,8,702,57,1124,216,222,2210
3153,12,42,6,379,222,214,1590
2928,9,212,18,2287,227,221,2347
2586,15,124,23,700,243,215,2190
3355,17,120,56,4113,214,200,3874
2872,36,134,59,1301,137,243,277
3092,23,108,22,1952,176,192,1828
2180,10,0,0,1641,223,219,127
3278,10,162,39,3510,203,223,2412
3027,6,552,42,4082,211,228,4395
2942,11,297,138,4848,189,240,4934
2726,32,95,38,1154,178,249,1718
3141,11,711,104,1805,192,246,684
3332,19,234,9,743,249,220,4089
3213,16,255,18,3055,196,253,1544
3095,8,1262,206,3122,231,240,1355
2653,11,564,32,849,229,218,1112
3209,12,277,70,2402,188,242,908
2912,22,30,9,4930,232,242,300
3425,9,150,77,1074,221,247,1071
2520,18,190,62,2117,218,251,258
2437,25,85,13,1209,145,236,858
3266,15,390,63,2037,203,208,1091
3350,12,750,193,1319,240,228,1214
3164,19,443,34,4904,205,195,3059
2656,12,30,7,1594,186,240,1176
3479,14,624,45,2676,220,208,1869
2760,15,256,55,277,202,208,2564
3001,8,891,105,5894,197,241,5886
2841,10,90,11,2704,236,227,2561
2253,27,395,213,446,139,235,807
3152,9,120,28,2316,195,232,768
2844,32,90,21,591,223,235,1294
3111,21,285,88,2730,234,191,993
2740,3,60,-7,1682,222,233,1101
2920,10,516,78,2657,214,220,1266
3088,17,488,301,977,196,204,1381
3147,15,418,0,2689,183,221,350
2932,12,283,16,4031,230,214,5954
2720,6,150,4,2370,224,227,4429
3044,8,134,14,4694,222,223,631
3224,18,42,3,1692,235,201,666
3053,10,162,29,469,237,233,1221
3323,6,42,-2,3270,216,246,1805
3224,7,390,40,283,201,236,1291
3172,22,67,-9,4311,248,224,2089
3016,8,0,0,4024,217,223,2440
2952,14,573,151,4635,220,209,5228
2984,14,450,101,2420,213,209,1613
3447,11,576,119,1120,194,227,1489
3279,11,371,9,3607,233,219,1221
2860,14,323,65,3248,208,211,1129
3101,12,95,0,2160,221,213,2122
2514,8,218,7,1154,220,222,4223
2982,18,175,7,2279,176,215,1573
3249,7,0,0,735,209,227,1249
2748,20,95,39,2227,185,201,391
2075,26,170,58,564,197,252,382
3329,6,67,9,2059,215,228,1050
2610,12,258,60,234,208,214,1159
2889,6,0,0,3266,230,234,1482
3057,13,277,10,3034,236,216,6152
2892,7,67,3,1455,214,226,2012
3161,8,0,0,1739,229,226,2226
3046,15,488,120,2124,189,216,1454
3087,10,426,-33,2249,226,246,1661
2893,29,247,95,270,229,167,780
2779,4,30,2,1714,217,230,2430
3422,27,335,129,2477,157,186,2460
2954,20,570,158,1121,248,206,834
3206,13,551,13,2239,207,213,1182
2292,11,283,29,870,204,250,741
3329,27,421,50,1741,222,171,1782
2824,12,594,56,3304,228,214,6303
2752,7,134,-3,1872,223,225,1556
2517,11,162,57,942,195,247,684
2403,22,218,60,551,235,239,607
2780,18,306,75,342,208,199,2509
2874,9,360,113,2118,227,244,741
2350,16,212,84,1087,235,206,760
3362,10,108,5,2399,237,225,1142
2895,13,30,0,3437,211,212,2445
2562,12,30,5,1180,197,221,5053
2977,24,503,195,2030,229,183,2142
2955,10,510,46,4763,209,221,5387
3424,21,162,61,4056,249,222,3757
3238,11,283,44,3190,217,249,1159
3397,28,781,274,3362,165,252,2696
3028,8,319,29,5169,231,241,3115
3187,1,323,26,1165,217,237,1956
3036,17,190,35,2611,175,218,2248
2721,21,218,88,2326,251,212,2340
3236,14,42,-1,1120,238,238,1256
2740,6,95,5,1633,221,227,2538
2525,9,153,17,212,236,228,1200
3224,18,150,31,4272,171,217,2312
3176,24,162,10,509,240,234,2236
2683,27,134,44,1749,151,191,2836
2610,15,30,-10,3256,233,243,2549
2755,9,268,14,2400,227,221,1608
3041,5,454,44,2739,226,230,984
2829,11,85,21,2113,195,248,2602
3216,21,277,62,4709,161,242,3400
3145,6,841,75,1734,226,229,2791
2636,14,242,13,3266,208,209,2885
3399,8,1170,197,3074,210,248,1358
3255,9,67,12,4836,195,239,2833
2734,16,30,-13,2342,246,221,540
2904,10,30,0,4227,224,219,4264
3062,7,95,15,3050,207,246,1448
3080,8,0,0,1898,222,246,454
2643,15,162,35,371,224,206,297
3319,17,741,49,3479,172,223,1158
3313,11,270,38,2679,192,246,755
2908,8,212,41,3278,230,224,2935
2720,17,210,32,210,241,209,2418
3130,12,108,-19,4595,238,236,1127
3244,6,400,-86,511,207,245,3350
3307,19,60,22,1661,235,198,1945
2822,12,297,67,1146,205,215,983
2973,12,242,41,3051,192,225,1237
3197,11,391,38,3122,221,216,2779
3044,10,212,40,4045,229,220,4106
3397,12,371,21,2868,185,239,2103
2949,7,42,2,684,218,226,1959
2814,7,242,82,3274,211,226,6159
2329,27,210,98,939,176,253,474
2807,8,228,97,301,228,224,1501
3266,16,323,108,1655,213,252,4145
3236,12,85,0,4397,186,234,607
2600,17,418,73,636,195,204,553
3042,13,234,52,3144,204,252,1100
2739,25,150,43,953,146,214,2249
3214,19,313,69,1260,241,236,1805
3183,9,150,16,1234,210,221,666
3188,17,30,6,842,219,199,1461
2985,5,509,76,5793,207,242,2989
3090,11,402,73,1383,206,220,2505
3352,13,295,70,2636,183,235,934
3351,9,495,83,3046,197,242,1944
2750,2,90,0,1884,214,240,785
3256,7,418,22,277,204,245,841
2258,33,309,97,789,182,151,342
3069,3,134,4,5317,220,232,2509
2909,11,30,0,4605,233,218,5846
2518,21,90,13,1786,230,244,819
3064,13,60,3,1478,188,247,1740
3058,20,268,-37,750,250,215,752
2641,3,420,103,924,221,233,953
3257,14,268,39,4036,180,232,1702
3211,15,268,48,2486,243,219,1456
3205,18,85,26,1578,178,213,2721
3229,2,454,19,4709,221,234,2324
2542,11,190,22,2445,212,216,2431
2945,5,234,16,4046,220,229,4846
2983,6,150,8,1740,210,230,3475
3206,13,218,25,4230,241,230,983
2984,9,170,-19,636,229,221,2125
2945,11,330,23,4147,239,227,4413
2722,17,42,13,1841,212,252,2676
3031,20,408,122,4373,225,191,4590
3416,10,1001,67,3294,223,247,1200
2922,14,270,26,5490,236,240,4648
2880,5,402,68,2474,224,229,2083
2676,18,85,30,2230,236,241,2497
2617,29,418,180,794,138,196,1282
2437,25,30,-5,824,235,182,859
2336,27,342,136,1100,161,185,912
2847,5,134,14,2876,206,236,3963
3197,8,534,6,5981,205,246,2896
2874,20,618,194,2088,236,240,1892
2564,3,216,22,1316,219,232,1371
3047,6,134,0,2669,230,232,648
2833,26,60,26,1890,148,244,1211
3020,19,108,29,256,178,208,1718
3488,16,830,203,2431,245,219,1187
3061,14,335,56,5749,186,248,1879
3159,12,30,-8,2927,241,225,5219
3154,4,234,18,4620,224,241,2044
2893,17,30,9,443,244,212,1734
3149,9,778,132,1678,207,223,2309
1947,5,0,0,42,228,238,426
2743,5,0,0,3743,216,230,1182
3001,18,85,0,4462,234,201,2532
3038,23,234,51,362,180,190,1315
2703,17,30,7,1643,191,206,3300
2774,28,255,100,1415,142,192,1530
2951,15,350,6,764,238,210,1959
3208,24,607,67,228,147,232,2182
3079,11,240,24,680,238,223,1415
3135,11,190,15,2922,197,223,765
2722,21,421,88,2442,232,243,2216
3178,11,426,42,4615,239,224,2126
3172,15,474,131,918,244,229,1431
2981,18,162,14,2257,222,249,3048
2834,25,95,40,781,150,207,1158
3164,9,0,0,1546,232,223,1790
2914,26,108,47,2858,169,252,2203
2919,9,467,3,4830,202,228,3187
3225,16,134,14,3077,183,250,1126
3214,7,537,67,2542,203,243,297
3162,12,268,33,4619,208,215,3260
2913,2,190,26,4180,220,239,3770
2742,11,330,102,1240,238,223,2184
2744,27,379,199,1231,145,243,1418
3237,11,618,127,1036,199,250,2866
3311,17,424,117,1812,214,200,2405
2059,30,301,64,360,131,199,212
3165,26,150,74,3472,182,254,591
2805,19,201,67,1501,214,194,1572
2873,12,0,0,671,220,214,1738
3197,13,285,106,3703,226,247,573
3063,4,228,12,1120,220,231,1717
2960,23,60,14,469,151,217,1710
3160,15,484,93,1800,224,205,3242
2947,12,313,27,5120,218,214,1976
3187,11,295,41,5842,190,241,2437
2871,30,426,-29,2754,127,203,255
2972,14,366,27,6006,243,228,3305
2930,11,42,2,3712,224,215,2251
2857,7,437,99,2821,217,225,2937
3098,17,212,23,4339,232,202,3319
2770,6,210,11,1943,229,231,886
2959,11,150,10,5463,197,224,2207
2870,10,60,3,3557,219,218,3456
2994,26,430,178,1392,195,253,216
3025,8,481,93,3121,208,226,1110
2965,24,331,171,335,234,184,1302
2936,14,488,149,3155,219,208,845
2113,21,228,106,285,157,235,658
2765,11,30,3,684,229,245,2927
3383,7,30,3,2674,232,236,1323
2950,18,382,124,457,240,205,558
2283,4,242,98,633,226,239,459
2852,15,0,0,1653,194,214,2608
2831,12,0,0,4636,230,214,4690
2748,16,30,9,966,243,214,1451
3104,25,127,32,1471,209,177,301
3288,4,390,32,5332,218,232,430
2805,19,150,44,2410,210,196,2922
2602,24,300,166,283,205,252,782
3003,7,649,73,3463,202,234,1182
2855,6,67,4,3294,210,230,3194
3193,14,658,134,1654,220,208,3221
3077,10,256,31,3178,235,222,853
2818,18,150,54,1761,233,201,1360
2854,18,242,75,1950,220,250,2110
2356,25,67,17,849,236,183,1024
3444,26,95,30,3076,137,221,2001
3247,12,127,6,4327,212,215,1668
3469,34,309,35,2695,155,154,2363
3316,27,408,83,1812,251,214,1692
2606,15,90,14,765,203,207,1621
3381,16,655,215,1806,245,218,1802
3031,10,815,131,5955,227,245,3921
2200,23,0,0,474,234,186,598
2306,19,0,0,735,217,195,531
3027,10,990,141,5650,217,249,5600
3399,16,192,51,3921,227,205,2949
2949,6,300,43,5742,206,245,3154
3164,13,240,11,3074,239,218,957
3142,5,180,22,2953,218,229,808
2708,1,108,24,1438,218,236,3163
2843,4,390,-11,1910,225,232,2012
3161,26,319,119,127,138,220,2279
2927,10,90,0,4503,199,224,4495
2978,8,569,72,5596,229,242,2672
2833,22,67,22,1310,184,254,408
2950,48,234,88,2884,97,107,2550
3055,14,570,110,1574,227,209,3121
2679,31,42,19,1510,254,195,1071
3671,13,1131,316,5318,196,219,3774
3149,17,90,0,1343,233,202,2565
3256,6,780,-18,2202,202,238,741
3424,24,330,114,3634,153,243,1041
2219,36,481,62,700,143,150,959
3120,6,85,4,5370,222,227,2954
2889,27,85,28,2630,136,226,331
2448,30,240,83,680,228,164,1276
2684,27,127,13,2687,227,172,1087
2677,6,85,-2,576,229,231,1471
3393,4,295,17,2971,207,238,1998
2808,11,591,30,3181,223,215,6416
2695,14,120,-17,1897,208,210,4433
3091,24,247,65,938,188,185,1354
3285,20,700,71,767,240,236,2746
3024,18,127,29,4560,221,197,2630
2927,21,120,61,1120,165,209,636
3158,23,421,62,1691,151,223,2630
3265,2,30,1,6169,221,237,162
3014,13,488,15,5283,240,235,3049
3164,11,85,16,1463,238,225,2443
3280,13,633,-10,1782,229,211,2992
3030,20,376,53,6012,162,238,1766
3020,14,124,23,2700,193,216,997
3158,8,301,42,540,234,233,2320
2869,25,212,35,466,226,178,484
2758,26,95,20,1073,251,215,564
2397,26,324,125,426,201,175,1048
2908,4,240,24,3319,226,233,2184
2765,11,150,21,1617,235,222,2569
2854,9,95,3,2994,206,222,4011
3034,16,421,123,5367,180,247,805
3147,13,499,96,3042,185,244,331
3241,18,85,21,5910,236,203,607
2805,10,474,42,1978,235,237,1958
3017,12,108,5,904,189,230,1248
3224,13,150,-23,2484,241,231,3857
2986,12,67,5,3695,209,215,5076
2943,7,30,5,1981,221,225,1572
3238,7,765,94,6354,200,239,1509
2856,7,531,24,660,213,226,1328
3149,7,242,37,1592,202,243,2384
2783,18,175,55,2440,191,204,577
2982,11,85,4,4310,236,238,2190
2169,32,60,14,1333,155,166,1121
3116,31,480,75,1383,166,164,1022
2666,15,210,49,997,231,207,607
2859,25,339,77,1224,231,179,2040
2924,14,0,0,5021,243,224,417
3325,23,153,32,2182,246,196,2075
3277,9,234,32,450,200,229,1194
2916,25,180,95,5155,143,230,4786
2812,24,408,31,1650,210,250,1517
3186,14,300,42,3077,235,212,2864
2585,4,60,-9,984,225,238,2016
3307,15,618,134,732,177,241,400
2854,14,180,86,1774,232,210,1485
3175,27,690,179,787,207,170,1880
2953,10,180,-6,1087,238,227,2279
3117,4,730,63,2120,219,231,2451
3014,7,42,1,1215,230,227,2529
3375,25,190,63,2315,231,179,2028
2861,13,391,101,2556,240,234,876
3003,6,256,40,4012,231,236,1277
2806,21,285,50,1440,178,199,1495
3339,43,247,61,3326,69,195,1816
2954,7,30,0,4331,226,242,2135
3212,27,330,216,663,134,227,2147
2824,19,474,159,495,237,199,2308
3204,5,210,23,2949,208,235,1438
3108,12,30,4,4118,213,214,1907
2899,10,60,2,4061,228,244,4085
2674,31,67,27,2416,202,245,771
3010,11,67,9,4410,190,234,1190
2936,12,258,20,4011,239,220,5980
2766,8,30,2,3072,226,244,2343
2922,4,553,-9,4736,216,232,3133
2992,8,201,15,1476,203,228,1570
2589,26,150,61,1040,208,249,1348
2735,25,201,103,210,246,188,811
2955,5,42,3,1182,225,230,277
2443,16,85,14,579,246,218,1661
3007,20,417,68,1503,238,197,2349
3107,7,242,-14,1784,227,242,2185
3193,15,124,8,2928,202,253,1165
3454,3,607,85,2611,222,240,1573
3010,30,85,24,1797,194,249,300
2074,18,0,0,540,241,236,589
3082,31,480,161,2908,128,236,2524
3137,22,0,0,1343,193,188,883
3161,10,108,8,3396,231,242,595
3383,18,426,186,4283,195,201,3802
2812,11,450,77,1758,226,215,2679
2867,9,212,18,3097,235,236,2893
3161,8,255,22,2296,216,223,2460
3146,11,180,24,127,199,250,3086
2141,32,182,90,247,215,155,421
3188,15,600,-18,644,235,242,1981
2951,17,268,36,3204,174,221,2100
2543,11,234,42,1114,192,245,930
2487,7,60,15,510,229,227,390
2985,20,150,-4,458,219,192,1099
2998,3,210,26,5195,218,232,6258
3203,7,30,4,969,218,225,1154
2200,25,212,78,751,144,223,351
3098,12,30,5,5268,237,219,212
3503,21,541,248,3063,171,251,703
3004,17,741,119,2914,233,243,1856
2939,13,488,39,5584,191,249,3913
3430,13,384,81,2999,216,210,1308
3230,16,492,98,755,245,217,5562
3108,8,234,0,1405,198,232,1837
2628,6,170,21,1579,228,228,4876
3160,8,162,17,1383,211,223,4740
2643,28,190,98,1116,138,236,1350
3039,6,342,16,3004,209,231,1248
3056,7,531,-12,1449,231,230,1273
2576,15,108,13,738,216,206,1939
2983,16,170,28,283,202,205,1348
2525,31,30,-2,1356,250,210,418
3164,7,85,-14,924,203,232,979
3170,16,124,16,1852,229,205,4450
2845,13,300,45,2284,214,251,2064
3086,16,277,-9,882,240,209,870
2935,23,216,90,1044,180,254,331
3230,18,509,115,5962,201,254,3090
3201,6,108,6,2282,231,231,2262
3153,7,242,29,2331,225,243,792
2542,15,342,35,685,190,252,1194
2656,17,666,10,696,241,235,1260
2640,22,180,61,1648,250,220,1115
3060,11,216,59,5653,227,215,4548
2862,13,150,37,1608,186,225,2708
3153,14,1112,284,2867,213,209,2032
2977,3,67,2,2736,225,235,1812
2832,13,85,17,3375,239,217,5608
3232,13,30,5,2885,219,210,2240
3130,13,108,6,2971,208,212,3184
3300,26,361,177,3115,203,250,3097
3119,29,218,43,1221,178,168,1064
3144,13,60,-5,4076,232,212,3267
2721,16,495,121,1448,228,204,2448
2905,14,644,139,2287,191,218,725
2706,12,134,17,1500,191,227,691
3251,13,175,37,1158,241,228,2703
3372,15,735,172,591,226,207,277
2916,18,573,289,886,206,253,1711
2433,26,108,35,778,252,194,778
2628,8,361,202,1966,222,246,495
2469,10,201,18,870,205,222,1055
3145,10,150,6,3041,217,219,957
2959,14,313,20,5886,232,244,3425
2800,17,192,50,2313,174,223,759
3049,17,467,171,2100,207,201,2486
2613,21,90,29,1602,233,242,2661
3040,4,234,66,1290,216,231,1208
3108,7,0,0,600,228,242,2030
3021,9,297,12,1115,217,221,1718
3168,9,330,58,1140,204,248,819
2589,11,360,68,210,234,221,812
3433,39,124,41,3560,236,140,2732
2615,37,300,182,832,113,167,1654
3106,13,300,83,2806,243,226,1284
2755,8,85,0,2285,223,246,1507
3208,10,690,115,2858,208,222,3648
2972,15,212,5,1749,185,218,1894
3192,11,342,-14,1956,230,218,2966
2920,13,390,56,2979,233,214,2483
3232,15,175,1,4179,238,239,2285
2676,13,150,24,3615,230,244,2588
2962,18,134,50,5109,234,200,361
3073,12,636,157,4497,211,214,3606
2818,20,408,127,2490,176,203,2148
2838,9,0,0,3015,211,221,2308
2929,5,0,0,4242,228,235,5144
2978,9,499,57,1947,214,221,875
2819,7,458,155,1390,219,224,1187
3124,10,277,48,4944,215,219,499
2603,22,120,21,1552,247,227,2568
2249,37,454,92,741,144,147,977
3008,11,95,0,2835,228,218,750
3178,2,674,36,3273,220,234,3874
3005,11,182,57,2460,190,238,2402
3258,24,42,24,4425,253,207,1041
3392,18,300,43,3168,232,201,1530
2837,19,297,152,1978,165,237,1261
2605,20,60,15,1471,179,203,1082
2702,26,323,145,1142,236,180,927
3141,13,60,1,3190,217,210,807
3230,27,382,106,3502,251,214,382
3212,7,42,-5,3435,203,232,1745
3249,20,408,168,4271,160,232,1198
3377,14,518,138,3152,222,209,2222
2020,16,300,59,418,234,207,124
3207,21,42,1,4350,243,232,2163
2267,16,175,20,1323,243,215,543
2882,28,210,75,1746,179,253,979
3086,25,124,21,2598,153,244,1396
3195,4,408,55,591,227,234,2503
3260,15,295,81,4435,180,225,1410
2578,25,60,19,1273,174,253,484
3073,23,454,9,4146,219,184,3144
3051,15,309,47,3654,228,207,4934
3067,10,120,8,1673,230,243,150
2922,7,210,-6,1820,222,225,1937
3342,23,573,197,1379,174,253,4183
3331,14,212,52,3649,221,249,1611
2752,9,30,-1,604,235,226,2535
2535,7,67,7,474,217,225,2026
2781,22,95,25,3683,231,242,1343
3008,15,418,35,2929,233,210,108
3312,11,0,0,2043,232,218,4731
2663,16,30,10,1670,194,209,6410
2814,15,192,92,3572,242,216,5773
2995,8,591,89,5618,235,233,2787
3116,12,335,-3,2080,229,214,2480
3106,11,212,6,3324,230,217,5208
2792,8,379,8,1834,225,223,997
2982,17,391,99,2353,233,204,1653
3081,8,524,14,1771,233,236,2384
2868,2,0,0,3182,221,234,2624
2911,6,150,-9,2081,209,229,384
2472,26,30,10,525,233,176,1082
3228,12,90,33,4868,188,241,1366
2936,28,228,53,1728,198,250,2335
2378,20,295,66,1406,225,194,309
3192,15,306,59,738,228,207,5329
2952,17,85,24,424,247,217,679
3141,7,67,0,2126,228,241,646
3215,13,531,98,1054,206,214,2324
2874,13,124,8,1150,241,224,2352
3144,30,247,77,1920,124,211,3384
2460,14,335,102,811,230,209,1233
3325,9,646,91,782,219,221,1513
2900,14,85,17,4338,187,223,6022
3203,6,30,0,2347,231,235,1050
2958,9,757,126,510,211,221,1423
2613,11,175,13,591,231,218,1113
3115,10,638,99,1463,199,227,2255
2804,7,30,2,1563,208,228,2415
3152,11,124,6,4071,201,222,277
3163,14,134,28,150,181,239,2676
3262,9,313,22,3235,212,248,1195
2982,15,313,73,5238,193,252,1368
3371,14,499,89,2268,243,228,2301
2968,24,85,23,5908,216,248,3817
3084,18,295,30,2424,225,248,3276
3205,21,0,0,1549,234,191,780
2876,17,212,48,1800,246,220,1614
2816,3,30,3,1273,214,235,510
2931,17,366,69,534,211,201,638
2880,9,60,10,5155,234,227,4313
2687,15,295,34,872,203,207,1445
2808,1,228,4,2306,218,235,2445
2771,18,272,-51,677,245,231,450
2698,14,323,-29,1358,227,209,3800
2699,12,120,4,1410,196,249,1154
2631,9,335,131,1026,197,233,1063
3172,10,330,32,930,228,244,2352
2723,27,258,126,1260,175,175,765
3088,10,162,24,1816,234,239,2059
3308,11,134,19,1733,192,246,1624
3039,34,469,226,1664,171,248,480
3315,5,618,88,3850,213,245,2297
2588,16,182,47,930,241,212,708
3306,8,67,4,1913,217,223,960
2912,14,698,308,1167,209,210,726
3214,12,67,-2,2809,230,244,721
2600,14,85,29,1579,238,238,1150
2172,18,256,99,384,205,198,631
2810,8,256,100,331,226,224,1500
3091,16,785,232,2016,213,203,3032
3020,4,0,0,3099,216,231,2436
3365,19,390,79,4434,216,251,2868
2956,3,342,54,3310,223,234,1867
3220,21,402,74,1539,238,195,4803
2849,14,256,48,2826,230,245,2501
2966,26,443,-107,488,246,187,1519
3096,2,390,19,2496,213,238,2058
3194,16,382,78,3769,175,235,1490
2901,16,127,31,1530,245,228,2167
3047,8,0,0,6739,235,231,3073
3080,12,85,-6,3229,188,232,2311
3209,8,95,-14,2406,231,240,3941
3085,12,379,54,3077,189,245,655
2548,4,30,0,990,227,234,430
3170,18,306,46,3870,177,214,1559
3091,22,150,29,4013,194,188,726
3032,10,90,20,2335,200,249,1679
3466,14,564,32,2617,239,215,1983
2328,20,437,104,1173,200,195,474
3086,14,153,31,679,240,235,1539
3010,16,127,54,4237,178,220,2285
3019,13,513,130,2929,224,212,685
2938,7,190,41,3900,226,225,5148
2987,8,446,51,4280,200,243,4891
2914,4,95,24,1616,222,230,1231
3014,19,301,19,4255,249,218,2442
2300,26,30,18,1019,151,199,895
3249,14,42,0,2875,226,210,1816
2988,17,769,119,2403,194,206,1473
3265,23,85,5,2419,190,254,582
3255,10,467,21,1410,227,218,2296
3202,12,108,7,765,187,232,1060
2786,16,42,10,2496,218,202,2783
3272,24,644,-1,618,166,195,3056
2593,35,120,22,1473,173,246,1282
3239,11,150,-5,1276,239,225,2728
2720,13,190,52,1945,196,217,1860
3189,10,450,72,934,213,218,2215
3209,4,120,-1,5219,208,239,854
2884,16,283,-43,633,223,204,2126
3115,10,360,78,2496,226,245,1289
3198,23,153,49,3034,173,253,924
3137,7,190,31,5193,220,225,3151
3295,7,180,3,3151,205,245,819
3156,2,212,14,5816,215,236,845
3017,12,127,22,3247,186,232,1120
2683,4,0,0,1926,226,238,6492
3292,15,192,-11,2684,239,213,2620
3078,19,752,37,1103,169,218,916
2473,11,228,39,618,238,232,1333
3201,20,976,394,1521,194,197,883
3069,7,153,6,594,223,225,1639
2960,10,134,4,962,238,232,1591
2752,19,42,7,2281,165,238,703
3203,9,300,58,3780,195,233,1984
2709,13,277,0,845,224,211,242
2628,12,0,0,1406,203,218,789
3061,13,60,-10,1106,219,211,1401
2855,15,277,76,2230,178,238,1110
3123,8,120,3,631,199,234,1020
2618,7,270,49,1289,204,244,1341
2903,33,319,204,2240,145,247,1090
2501,6,108,10,895,224,227,5365
2305,22,277,70,339,242,195,787
2716,39,553,312,891,90,186,1392
3178,10,484,3,3909,237,234,4282
3026,13,618,61,1414,200,251,390
2965,12,218,42,1500,203,216,666
3089,18,499,5,5080,245,208,1476
2681,12,30,5,769,202,219,2030
3104,3,30,0,3820,222,233,3155
3150,9,192,6,1959,212,249,708
3019,15,607,-101,1710,175,233,1826
2656,33,162,49,1482,127,176,1063
2939,17,134,46,5581,236,205,4052
3020,14,277,53,402,215,208,446
3091,14,342,35,5079,236,213,1776
3077,9,268,8,1032,225,245,3197
2797,21,60,9,2364,239,236,1584
2707,23,134,71,150,247,195,872
3050,2,42,3,2819,221,234,871
2480,25,360,129,774,224,177,1329
2932,3,180,18,4168,225,235,4338
3060,9,153,37,2848,197,233,660
3013,9,124,1,875,196,230,1221
2645,7,0,0,3513,229,226,2943
3165,7,150,15,4863,201,234,2590
3144,4,0,0,2565,224,231,2455
2358,29,153,16,1266,129,208,960
2981,4,649,5,5334,220,243,1790
2895,6,60,-8,3653,228,229,1784
2629,10,120,21,270,233,223,408
3337,5,42,-4,4950,208,243,3486
3044,12,663,123,1384,222,213,390
3016,18,1107,157,3069,222,249,1337
3255,18,553,32,3004,244,231,3172
2808,17,212,51,1756,247,224,2210
2978,7,228,26,4575,231,231,5604
2504,28,324,150,659,235,173,785
3108,12,799,335,1172,193,225,1283
2276,25,408,134,841,193,179,1048
3201,10,743,67,2507,221,219,3245
2936,22,210,86,1113,198,254,421
3087,13,323,47,4945,192,219,511
3217,17,234,42,1707,244,231,1518
2968,14,42,2,2612,193,218,830
3173,9,30,3,1167,210,249,162
3100,12,60,7,2971,214,215,3314
3165,9,90,2,2162,212,222,2870
3004,12,457,39,5400,241,228,5913
3044,11,60,2,696,234,220,1911
2872,13,67,6,1956,189,221,1873
3011,17,497,201,932,217,201,902
2928,18,524,130,3211,172,219,696
3034,27,457,231,457,237,178,1350
2900,19,67,16,1706,238,238,1953
3247,24,85,44,4943,216,179,67
3212,7,524,62,5996,205,245,2550
3159,16,234,92,4935,238,208,1624
2591,7,371,69,2471,205,246,541
2964,26,402,147,598,242,181,732
2621,15,30,3,1708,239,237,1368
2790,15,0,0,3183,228,207,5761
2773,8,430,14,1754,223,223,895
3023,12,481,91,3181,196,221,1050
2616,16,371,181,361,210,253,725
2103,9,42,0,1015,195,234,684
2875,21,524,181,2766,175,200,1874
2883,15,446,88,3137,213,206,1231
2503,12,182,12,124,217,214,2919
2884,10,108,3,902,225,218,2105
2976,9,350,74,1590,235,236,1816
2579,20,85,-13,1301,165,213,1880
2814,7,552,52,4144,212,247,1682
3258,17,192,15,1765,207,203,4726
3246,10,720,43,1766,210,221,960
3045,23,492,55,990,227,184,1080
2945,11,382,134,4888,190,233,4971
2459,34,162,58,631,223,148,671
2015,24,0,0,67,146,217,716
2498,7,283,3,1006,230,227,4168
2926,11,42,13,5001,203,250,4244
3219,11,0,0,2965,210,217,2052
3012,10,175,38,2188,238,227,2951
3149,17,430,131,4705,211,201,2133
3195,16,240,85,190,178,246,600
2197,37,150,80,1110,108,171,1136
2887,17,256,74,3144,227,201,2287
2909,13,306,57,3345,234,241,3531
3375,20,582,172,2318,182,201,845
3213,3,120,6,2185,214,235,2970
2965,11,242,23,5318,236,237,1939
3387,13,242,38,2699,238,216,1612
3190,10,430,25,1284,196,228,2331
3146,5,256,4,3369,225,231,4009
3217,8,726,121,1304,235,231,2270
3026,10,255,24,3750,211,219,2170
